"ID","LIMIT_BAL","SEX_male","EDUCATION_gradSch","EDUCATION_university","EDUCATION_highSch","MARRIAGE_married","MARRIAGE_single","AGE","PAY_0_unknown0","PAY_0_unknown2","PAY_0_payDuly","PAY_0_value","PAY_2_unknown0","PAY_2_unknown2","PAY_2_payDuly","PAY_2_value","PAY_3_unknown0","PAY_3_unknown2","PAY_3_payDuly","PAY_3_value","PAY_4_unknown0","PAY_4_unknown2","PAY_4_payDuly","PAY_4_value","PAY_5_unknown0","PAY_5_unknown2","PAY_5_payDuly","PAY_5_value","PAY_6_unknown0","PAY_6_unknown2","PAY_6_payDuly","PAY_6_value","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","DEFAULT"
2313,30000,1,1,0,0,0,1,56,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,27033,27772,28740,29313,29019,28916,1480,1448,1021,1040,1216,1270,0
2321,50000,1,0,1,0,1,0,24,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,390,918,19583,19593,19364,19893,918,19583,1000,1000,1000,1000,0
2323,50000,0,1,0,0,0,1,53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,50777,51086,50321,20141,18039,19349,2504,2059,666,1000,2008,1513,0
2325,200000,0,0,1,0,0,1,39,0,0,0,7,0,0,0,6,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,2,195156,190843,186029,181866,179272,148704,0,0,0,39,85,3054,1
2326,50000,1,0,0,1,0,1,52,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,47479,49344,19596,19194,19201,19199,29456,1300,675,694,704,798,0
2328,50000,0,0,1,0,0,1,41,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,45408,36025,0,0,0,0,2025,0,0,0,0,0,0
2331,240000,1,1,0,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,199671,193523,187389,181348,174998,168176,7000,7000,7000,6500,6000,6000,0
2332,90000,0,1,0,0,0,1,29,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1709,2522,3426,3426,2921,2197,2522,3426,3426,2921,2197,3087,1
2333,10000,1,1,0,0,0,1,23,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,2724,5520,5275,0,0,150,3000,0,0,0,150,275,0
2334,210000,0,1,0,0,1,0,38,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2360,4707,4465,0,9306,5855,4465,0,0,9306,5855,9840,0
2335,140000,0,0,1,0,0,1,26,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12436,14910,13780,13710,488,-1450,3380,1200,2000,500,0,0,0
2336,50000,0,1,0,0,1,0,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,29719,30754,31939,33102,33918,35197,1815,2000,2000,1500,2000,1500,0
2337,50000,0,0,1,0,1,0,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,36380,51418,43095,29717,30368,29113,30000,2052,1034,1100,1088,883,1
2340,240000,1,0,1,0,1,0,36,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10767,144915,142909,143531,144893,144121,140013,5206,5008,6011,5250,5033,0
2344,80000,1,0,0,0,1,0,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,80534,78179,79348,81099,80540,67069,3006,2641,2827,2671,2611,2417,0
2348,260000,0,0,1,0,0,1,25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,16373,15249,15018,15520,3491,5651,5006,5000,5000,3491,3000,2000,1
2349,30000,1,1,0,0,0,1,28,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,10056,9815,7576,5746,3900,1944,2000,0,144,128,39,1944,0
2361,20000,0,0,1,0,1,0,41,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,6565,4460,1500,8745,5316,4058,0,1500,8745,0,0,1664,0
2369,460000,0,0,1,0,1,0,33,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,128302,59254,52099,45512,39041,33571,2371,2008,1560,1457,1299,769,0
2372,30000,0,0,1,0,0,1,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0
2373,50000,0,0,0,1,1,0,39,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,41250,40813,10695,8841,8140,8267,1501,1297,448,449,419,415,0
2374,250000,0,1,0,0,0,1,29,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1181,1545,2319,1856,4356,7026,1545,1000,1500,2500,3000,1379,0
2378,210000,1,1,0,0,0,1,33,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,700,0,0,0,0,700,0,0,1
2379,60000,1,0,1,0,0,1,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,15145,16618,18475,17919,19167,18750,2000,2100,0,1500,0,1500,1
2381,110000,0,0,1,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,81449,83241,84960,86045,88060,93394,4000,4000,3400,3400,7000,3450,0
2386,230000,0,0,1,0,0,1,42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,64489,58611,54463,53008,52835,40015,3100,5000,5000,10000,3000,5000,0
2387,80000,0,0,0,1,0,1,24,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2455,2500,1307,1550,0,2455,2500,1307,1550,896,0
2394,20000,0,0,0,1,0,1,49,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,8503,11352,10198,10400,1150,0,3008,0,600,1150,0,0,0
2397,200000,1,0,1,0,1,0,29,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,45982,46328,47534,48367,49366,47539,2078,3900,1900,1904,12,5224,0
2399,130000,1,1,0,0,0,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,126974,122107,108542,89356,91024,89779,5988,4560,3300,3509,3500,3415,0
2404,320000,1,1,0,0,0,1,32,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,752,169,1940,0,0,0,0,1948,0,0,0,0,1
2410,160000,0,0,1,0,1,0,42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,35815,38023,40180,41318,42605,43857,3000,3000,2000,2000,2000,2000,0
2414,50000,1,0,1,0,0,1,27,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-697,48266,47194,48224,49416,50126,49900,1800,1700,1857,2474,469,0
2418,30000,0,0,0,1,0,1,24,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,30279,30428,30485,31012,30402,30195,1500,2700,1300,0,1117,1353,1
2419,20000,1,0,1,0,0,1,33,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,12518,12889,9638,8878,6474,2771,1300,1000,1000,500,0,0,0
2420,300000,0,1,0,0,1,0,51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,108639,85818,90069,85008,83983,50257,4107,7346,65000,2500,2022,1800,0
2424,20000,0,0,1,0,1,0,47,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,19553,18092,18175,19000,20000,0,1417,2000,3005,2000,0,0,0
2426,20000,1,0,1,0,0,1,22,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,18743,19879,18872,21178,20329,20853,3000,0,3000,0,1000,400,0
2431,160000,1,1,0,0,1,0,36,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,816,316,316,316,316,316,316,316,316,316,316,316,1
2433,30000,0,0,1,0,1,0,34,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,31746,32743,32931,30727,29679,30088,1800,1100,0,1000,2327,0,1
2438,30000,1,0,1,0,0,1,24,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,25851,26912,27535,29175,28625,30383,1779,1402,2042,0,2192,0,1
2442,340000,0,1,0,0,1,0,35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-8,1722,1684,-15,-15,3016,1730,1692,0,0,3031,0,1
2444,30000,0,0,0,1,1,0,42,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,30607,29849,30653,28410,29068,30383,10,2000,2000,2000,2000,3000,0
2446,200000,1,0,1,0,0,1,25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1517,48669,49635,0,0,1517,48000,1775,1992,1
2449,130000,0,0,1,0,1,0,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,18157,16520,15709,13209,14166,14025,2000,1010,1003,2040,2000,1000,0
2452,340000,1,0,0,1,1,0,40,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,77181,59873,60396,63720,65211,60053,5305,3000,5000,3000,5000,6000,0
2454,60000,0,1,0,0,0,1,23,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,59423,63347,61183,29052,29087,27296,5500,146,1500,1200,1500,1500,0
2457,500000,1,1,0,0,1,0,51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,396402,395484,333041,294173,300616,266973,14034,15040,12018,15028,10038,10018,0
2459,80000,0,0,1,0,0,1,25,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,28789,31026,31401,31986,32468,31794,2998,1183,1400,1139,0,1178,0
2460,250000,0,0,1,0,1,0,41,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,37137,51803,4997,0,0,0,51811,9544,0,0,0,0,0
2462,30000,0,0,1,0,0,1,26,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,25615,29849,31034,28071,29978,29365,5000,2000,0,2500,0,600,1
2465,380000,0,0,0,1,1,0,56,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1349,5947,16735,6444,0,1349,5957,16735,6444,0,7699,1
2467,180000,1,0,1,0,0,1,32,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1071,1671,1981,4241,4542,5261,1671,1981,4241,4542,5261,4731,1
2474,50000,0,0,0,1,1,0,47,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,32516,32774,33597,29105,26154,27699,1870,1693,1106,1473,3000,2507,0
2475,300000,0,0,1,0,0,1,30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,2186,0,290,707,161,7705,0,290,1209,0,7705,3798,0
2476,30000,0,0,0,1,0,1,25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,26769,27138,28122,29139,28534,30360,1500,1447,3000,0,2300,0,0
2478,160000,1,0,1,0,0,1,37,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3090,52125,26325,29638,35474,38190,52165,5000,7000,8000,5000,1200,0
2479,80000,1,0,1,0,0,1,27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,45920,47186,46882,49170,48269,49121,5013,5000,4000,0,2002,1692,0
2481,20000,1,0,1,0,0,1,23,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,19403,18541,19254,19456,19323,19265,0,1298,1000,692,766,998,1
2482,50000,1,0,0,1,1,0,51,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,17453,7802,22214,4985,6551,7117,8338,22232,4985,6551,5000,5000,0
2485,80000,0,0,1,0,0,1,27,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,81635,83465,81472,82332,84067,78510,3716,0,2989,3105,2973,2830,0
2491,200000,1,1,0,0,0,1,30,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,91936,94698,77034,64886,71957,66658,7500,0,1500,10000,2000,0,0
2492,300000,1,1,0,0,0,1,31,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,360,360,360,360,980,360,360,360,360,980,360,3420,1
2497,300000,0,1,0,0,0,1,28,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,986,2939,27754,10534,1954,2140,2964,27968,10597,1954,2140,390,0
2500,340000,0,1,0,0,0,1,26,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,337871,311076,156674,129651,126192,94722,11208,5000,23809,4136,3600,3169,0
2502,220000,0,1,0,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,44109,32978,30415,28038,25669,16003,5000,13500,14000,13500,13500,15550,0
2503,100000,0,0,1,0,0,1,30,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,23939,23572,24148,0,0,0,1500,1011,0,0,0,0,0
2506,200000,1,0,1,0,1,0,44,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,780,390,1170,780,0,390,390,780,0,0,390,780,0
2507,110000,0,0,0,1,0,1,41,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,90599,60949,62235,63499,64877,66230,2213,2300,2300,2400,2431,8700,1
2511,30000,0,1,0,0,0,1,24,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,31202,32801,30092,30148,30222,28949,2415,0,1045,915,1063,409,1
2513,340000,1,1,0,0,1,0,34,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,332,332,332,142202,139245,116431,332,332,142402,6,20032,3022,1
2517,50000,0,0,1,0,1,0,33,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,47327,48765,49149,44073,40260,30222,2200,1518,1414,1432,1300,1102,0
2520,100000,0,0,1,0,0,1,24,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,101887,102069,100657,101565,101116,101764,4902,4507,3936,3982,4135,3676,0
2521,150000,0,0,1,0,1,0,47,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,153404,144960,148146,142279,139905,142833,6900,7200,5450,5265,5443,5350,0
2524,70000,0,0,1,0,0,1,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,10149,11454,9638,8761,8572,9274,2000,2000,0,1000,1000,4000,0
2527,500000,0,1,0,0,1,0,33,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1569,1379,1800,0,0,4012,0,1800,0,0,4012,0,0
2528,390000,1,0,0,1,1,0,49,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5112,0,0,0,0,5112,0,0
2531,30000,1,0,1,0,0,1,24,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,390,390,780,780,0,0,390,780,0,0,0,0,1
2532,240000,1,0,0,1,1,0,35,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-2,-2,-2,968,-2,-2,0,0,970,0,0,0,1
2538,160000,1,0,1,0,1,0,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2540,20000,1,1,0,0,1,0,49,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1044,0,5596,0,0,0,0,5596,0,0,0,0,0
2541,210000,1,0,0,1,1,0,37,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2359,1519,1939,1939,1939,1520,1519,1939,1939,1939,1520,2358,0
2542,100000,0,1,0,0,1,0,35,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,47253,49489,53034,53568,54563,56013,3000,5000,2000,2000,2500,2300,1
2543,100000,1,1,0,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,72970,100360,91329,76840,77455,79472,30000,4094,2900,2850,3300,3123,0
2544,230000,0,0,1,0,1,0,34,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2329,1894,2528,1865,1496,1873,1894,2532,1865,1496,1873,0,0
2546,40000,1,1,0,0,0,1,24,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,30096,30819,13816,10291,7441,7435,1300,2013,319,415,266,277,1
2547,100000,1,0,0,1,1,0,51,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,54530,37295,96251,36221,36424,37791,55000,100044,2000,2000,2000,3000,0
2548,20000,1,0,0,1,0,1,26,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16514,17547,18541,19250,19805,20356,1306,1300,1000,1000,1258,590,0
2551,30000,0,0,1,0,0,1,26,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,17341,-1030,29718,27417,28489,28427,485,31509,1500,1502,1500,3000,0
2552,80000,1,0,1,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15268,5135,0,0,0,0,1315,0,0,0,0,0,0
2555,220000,0,1,0,0,0,0,33,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3378,1531,942,608,1738,277,1531,942,608,1738,277,492,0
2560,80000,0,1,0,0,0,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,9782,11620,14415,16177,16582,16178,2001,3000,2000,800,0,600,0
2561,310000,0,1,0,0,0,1,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20138,8267,65993,8543,1695,750,8267,66008,8543,1695,750,7350,1
2569,10000,1,0,1,0,0,1,54,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,5186,8225,8244,7963,8134,9995,3300,300,0,299,2000,0,0
2573,200000,0,1,0,0,1,0,41,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,5932,5674,1484,4680,0,5932,0,0,4680,0,0,0
2582,140000,0,1,0,0,0,1,43,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,0
2596,20000,1,0,0,1,0,1,41,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0
2602,250000,1,0,0,1,1,0,62,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38924,38468,35930,40106,38214,28494,5000,5000,5000,3000,2000,10000,0
2605,60000,1,0,0,1,0,1,24,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,0
2609,20000,0,0,1,0,1,0,26,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,17679,16720,17705,19228,18804,19316,1300,1277,1800,0,1000,1000,1
2615,200000,0,0,1,0,0,1,42,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,73032,12928,88930,30000,67861,18929,12928,79365,30000,37861,18929,15004,0
2621,50000,0,0,1,0,0,1,44,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49006,49139,47608,3990,390,0,2000,1000,3600,390,0,4870,0
2624,100000,1,0,1,0,0,1,38,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25994,27173,44285,45433,3952,3723,1994,19462,3000,302,3723,15462,0
2625,500000,1,1,0,0,1,0,45,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0
2626,30000,0,0,0,1,1,0,58,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500,0
2628,50000,0,0,1,0,0,1,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,30000,0,0,1,0,1,0,32,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,28156,27422,28335,20946,15525,7422,0,1542,1024,1000,7422,281,1
2636,210000,0,1,0,0,1,0,34,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,0
2637,130000,1,0,1,0,0,1,31,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,70722,69040,70912,63626,59200,38263,0,4130,43,2000,1368,1418,0
2642,50000,0,0,0,1,1,0,42,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,2,1,0,0,0,44498,46740,45718,44696,43848,44718,3240,0,0,0,1600,1845,1
2645,170000,0,0,1,0,1,0,49,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,153322,149027,150920,145689,33588,0,0,6320,5045,1000,0,0,1
2646,50000,1,0,1,0,0,1,41,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48152,45974,44792,18649,16260,18745,2043,3000,14000,545,5000,308,0
2651,170000,1,1,0,0,1,0,40,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2000,2210,3000,2000,5000,3000,2210,3000,2000,5000,0,4000,1
2659,180000,0,1,0,0,1,0,46,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,0
2662,320000,0,0,1,0,1,0,53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,33589,34608,38544,44486,52319,51764,3000,6000,8000,10000,1900,2000,0
2663,220000,0,1,0,0,0,1,45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4624,2874,1210,632,15243,5471,2888,1216,640,15251,5472,4045,0
2664,180000,1,0,1,0,1,0,46,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,60005,41223,49108,50016,45956,52926,3000,10000,3000,5000,15000,0,0
2673,30000,0,0,1,0,0,1,41,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1448,1261,630,240,690,150,1261,630,0,840,0,780,0
2674,470000,1,0,1,0,0,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,72830,49502,47771,52979,119678,94721,4003,4003,8003,70003,5030,6003,0
2676,20000,1,0,1,0,1,0,60,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,8570,10651,9944,10142,9591,10400,2620,0,500,380,1000,0,0
2678,150000,0,1,0,0,0,1,37,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,584,596,596,0,0,584,12,0,0,0,0
2679,200000,0,0,1,0,0,1,43,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,0
2682,150000,0,1,0,0,0,1,34,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,900,0,0,740,740,545,0,0,740,0,545,550,0
2683,160000,1,0,1,0,0,1,30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,632,0,632,316,0,316,0,632,316,0,316,316,0
2684,280000,0,1,0,0,0,1,32,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,45536,11509,2110,2121,6789,14959,11509,5000,2121,6789,14959,16067,0
2687,360000,1,0,1,0,0,1,48,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,68032,63174,44536,80570,8333,8325,4500,3000,50000,8400,8325,12967,0
2688,500000,0,1,0,0,1,0,44,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,71921,367979,294969,189612,128459,167105,368199,6486,234,90,167116,372495,0
2695,30000,1,0,1,0,0,1,33,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,31956,30425,30615,29304,28996,28970,0,1753,1200,1041,1194,1100,0
2697,20000,0,0,0,1,0,1,40,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9755,894,5625,9625,12625,0,894,5000,4000,3000,0,0,0
2699,150000,0,0,0,1,0,1,47,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,103226,64671,64293,58024,59230,54638,2627,4123,0,1304,1338,376,0
2703,50000,0,1,0,0,0,1,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4124,1070,0,1217,3766,381,1070,0,1217,3766,381,1980,0
